year,round,category,is_pwd,quota,gender,institute_type,institute_name,branch,opening_rank,closing_rank
2020,3,OPEN,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",46576,56464
2020,3,OPEN,0,AI,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",53972,53972
2020,3,EWS,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",9359,9678
2020,3,OBC-NCL,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",15620,17727
2020,3,OBC-NCL,0,AI,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",19097,19097
2020,3,SC,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",9754,9943
2020,3,SC,0,AI,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",11274,11274
2020,3,ST,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",2696,2696
2020,3,OPEN,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",151209,210125
2020,3,OPEN,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",195032,195032
2020,3,EWS,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",31887,33690
2020,3,OBC-NCL,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",72819,82821
2020,3,OBC-NCL,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",107838,108523
2020,3,SC,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",23835,24122
2020,3,SC,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",22078,22078
2020,3,ST,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",6313,6682
2020,3,OPEN,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",33954,36246
2020,3,OPEN,0,AI,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",36083,36083
2020,3,OPEN,1,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",1618,1618
2020,3,EWS,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",6372,6535
2020,3,OBC-NCL,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",11689,13824
2020,3,OBC-NCL,0,AI,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",16498,16498
