year,round,category,is_pwd,quota,gender,institute_type,institute_name,branch,opening_rank,closing_rank
2024,5,OPEN,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",67259,73418
2024,5,OPEN,0,AI,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",73632,73632
2024,5,EWS,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",12126,14062
2024,5,OBC-NCL,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",23145,27706
2024,5,OBC-NCL,0,AI,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",28093,28093
2024,5,SC,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",10347,12598
2024,5,ST,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",5529,5656
2024,5,OPEN,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",129172,251170
2024,5,OPEN,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",134705,134705
2024,5,EWS,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",41077,42335
2024,5,OBC-NCL,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",88617,126820
2024,5,OBC-NCL,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",97172,97172
2024,5,SC,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",21045,26400
2024,5,SC,0,HS,Female-only,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",20184,20184
2024,5,ST,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",6721,7509
2024,5,OPEN,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",43020,50836
2024,5,OPEN,0,AI,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",45992,45992
2024,5,OPEN,1,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",3213,3213
2024,5,EWS,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",8558,8667
2024,5,OBC-NCL,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",17774,19161
2024,5,OBC-NCL,0,AI,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",16318,16318
2024,5,SC,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",8748,10422
2024,5,ST,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",948,3587
2024,5,OPEN,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",71669,97431
2024,5,OPEN,0,HS,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",89527,89527
2024,5,OPEN,1,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",3505,3505
2024,5,EWS,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",18955,20222
2024,5,OBC-NCL,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",40817,54011
2024,5,OBC-NCL,0,HS,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",68589,68589
2024,5,SC,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",11271,16105
2024,5,SC,0,HS,Female-only,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",16723,16723
2024,5,ST,0,HS,Gender-Neutral,GFTI,"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",4280,4500
2024,5,OPEN,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",51079,58657
2024,5,OPEN,0,AI,Female-only,GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",56760,56760
2024,5,EWS,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",9699,9849
2024,5,OBC-NCL,0,AI,Gender-Neutral,GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",19277,20863
2024,5,OBC-NCL,0,AI,Female-only,GFTI,"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",23076,23076
